movie_id,title,original_title,release_year,genres,vote_average,vote_count,log_vote_count,popularity,release_date,production_budget,domestic_gross,worldwide_gross,roi,release_month,release_month_name,main_genre
tt2820852,Furious 7,Furious Seven,2015.0,"action,crime,thriller",7.2,335074.0,12.722109666346697,20.396,2015-07-01,190000000.0,353007020.0,1518722794.0,6.9932778631578945,7.0,Jul,action
tt2704998,Game Night,Game Night,2018.0,"action,comedy,crime",7.0,163279.0,12.003221797483727,19.459,2018-07-01,37000000.0,69179066.0,117378084.0,2.1723806486486485,7.0,Jul,action
tt1703957,Genius,Genius,2016.0,"biography,drama",6.6,15611.0,9.655795128300506,9.417,2016-07-01,17000000.0,1361045.0,7265283.0,-0.5726304117647059,7.0,Jul,biography
tt7722258,Genius,Genius,2018.0,"action,thriller",4.7,747.0,6.617402977974478,9.417,2018-07-01,17000000.0,1361045.0,7265283.0,-0.5726304117647059,7.0,Jul,action
tt8919194,Genius,Genius,2018.0,drama,6.2,53.0,3.9889840465642745,9.417,2018-07-01,17000000.0,1361045.0,7265283.0,-0.5726304117647059,7.0,Jul,drama
tt1981128,Geostorm,Geostorm,2017.0,"action,sci-fi,thriller",5.3,78287.0,11.268149613528905,13.653,2017-07-01,100000000.0,33700160.0,220796009.0,1.20796009,7.0,Jul,action
tt2561572,Get Hard,Get Hard,2015.0,"comedy,crime",6.0,111187.0,11.618977741306455,12.129,2015-07-01,40000000.0,90411453.0,106511453.0,1.662786325,7.0,Jul,comedy
tt5052448,Get Out,Get Out,2017.0,"horror,mystery,thriller",7.7,400474.0,12.900406621569685,24.739,2017-07-01,5000000.0,176040665.0,255367951.0,50.0735902,7.0,Jul,horror
tt1219827,Ghost in the Shell,Ghost in the Shell,2017.0,"action,drama,sci-fi",6.4,176499.0,12.081076155355488,21.308,2017-07-01,110000000.0,40563557.0,167910690.0,0.5264608181818182,7.0,Jul,action
tt1289401,Ghostbusters,Ghostbusters,2016.0,"action,comedy,fantasy",5.2,186788.0,12.137734916533365,16.079,2016-07-01,144000000.0,128350574.0,229008658.0,0.5903379027777778,7.0,Jul,action
tt3727750,Gifted,Gifted,2018.0,documentary,7.0,7.0,2.0794415416798357,16.745,2018-07-01,7000000.0,24801212.0,36964656.0,4.280665142857143,7.0,Jul,documentary
tt4481414,Gifted,Gifted,2017.0,drama,7.6,82426.0,11.319668332128417,16.745,2017-07-01,7000000.0,24801212.0,36964656.0,4.280665142857143,7.0,Jul,drama
tt3564472,Girls Trip,Girls Trip,2017.0,"comedy,drama",6.2,29321.0,10.28609336649821,8.589,2017-07-01,28000000.0,115108515.0,140886353.0,4.0316554642857145,7.0,Jul,comedy
tt2404233,Gods of Egypt,Gods of Egypt,2016.0,"action,adventure,fantasy",5.4,95111.0,11.46281042353838,18.517,2016-07-01,140000000.0,31153464.0,138836756.0,-0.008308885714285714,7.0,Jul,action
tt2568862,Going in Style,Going in Style,2017.0,"comedy,crime",6.6,66418.0,11.103738439111286,11.25,2017-07-01,24000000.0,45018541.0,78672579.0,2.278024125,7.0,Jul,comedy
tt1051904,Goosebumps,Goosebumps,2015.0,"adventure,comedy,family",6.3,72858.0,11.196281345516404,18.957,2015-07-01,58000000.0,80069458.0,158905324.0,1.7397469655172413,7.0,Jul,adventure
tt5664636,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,2018.0,"adventure,comedy,family",5.6,11459.0,9.346617990268731,20.238,2018-07-01,35000000.0,46697321.0,93291478.0,1.6654708,7.0,Jul,adventure
tt1801552,Gotti,Gotti,2018.0,"biography,crime,drama",4.8,10358.0,9.245610986058102,10.034,2018-07-01,10000000.0,4286367.0,6089100.0,-0.39109,7.0,Jul,biography
tt6163142,Grace,Grace,2018.0,"comedy,crime,romance",7.3,52.0,3.970291913552122,5.781,2018-07-01,5000000.0,8297.0,8297.0,-0.9983406,7.0,Jul,comedy
tt2950418,Greater,Greater,2016.0,"biography,family,sport",7.2,3438.0,8.142936010432265,1.891,2016-07-01,9000000.0,2000093.0,2000093.0,-0.7777674444444445,7.0,Jul,biography
tt6966692,Green Book,Green Book,2018.0,"biography,comedy,drama",8.3,204972.0,12.230633542129302,36.284,2018-07-01,23000000.0,85080171.0,322034439.0,13.001497347826087,7.0,Jul,biography
tt4062536,Green Room,Green Room,2015.0,"horror,music,thriller",7.0,90773.0,11.41612817997289,9.943,2015-07-01,5000000.0,3220371.0,3807503.0,-0.2384994,7.0,Jul,horror
tt3910736,Gun Shy,Gun Shy,2017.0,"action,adventure,comedy",4.1,2216.0,7.7039102096163115,9.329,2017-07-01,10000000.0,1638202.0,1638202.0,-0.8361798,7.0,Jul,action
tt2119532,Hacksaw Ridge,Hacksaw Ridge,2016.0,"biography,drama,history",8.1,366904.0,12.812858237941986,24.074,2016-07-01,40000000.0,67209615.0,168904682.0,3.22261705,7.0,Jul,biography
tt0475290,"Hail, Caesar!","Hail, Caesar!",2016.0,"comedy,drama,music",6.3,111422.0,11.62108904836042,12.312,2016-07-01,22000000.0,30080225.0,64160680.0,1.9163945454545455,7.0,Jul,comedy
tt1502407,Halloween,Halloween,2018.0,"horror,thriller",6.6,88395.0,11.389581998733195,20.839,2018-07-01,15000000.0,58269151.0,77514401.0,4.167626733333333,7.0,Jul,horror
tt1781827,Hands of Stone,Hands of Stone,2016.0,"action,biography,drama",6.6,12851.0,9.461254720235749,8.17,2016-07-01,20000000.0,4712792.0,5031975.0,-0.74840125,7.0,Jul,action
tt5308322,Happy Death Day,Happy Death Day,2017.0,"horror,mystery,thriller",6.5,87132.0,11.375190965942126,21.23,2017-07-01,5000000.0,55683845.0,125010260.0,24.002052,7.0,Jul,horror
